,title,url,rate,teach_rate,new_carr,advent,earn_more,level,lang,exec_time,chap_cnt,course_dur,chap_avg_dur,edu_name
152,Optimizing a Website for Search,https://ru.coursera.org/learn/optimizing-web-search?specialization=seo,4.7,4.84,47.0,50.0,11.0,2.0,2.0,,4,1440,360.0,Калифорнийский университет в Девисе
153,Advanced Content and Social Tactics to Optimize SEO,https://ru.coursera.org/learn/seo-tactics?specialization=seo,4.5,4.7,50.0,45.0,20.0,2.0,2.0,,4,960,240.0,Калифорнийский университет в Девисе
154,Preparing to Manage Human Resources,https://ru.coursera.org/learn/managing-human-resources?specialization=human-resource-management,4.8,4.79,51.0,49.0,16.0,,2.0,,4,780,195.0,Миннесотский университет
155,"Recruiting, Hiring, and Onboarding Employees",https://ru.coursera.org/learn/recruiting-hiring-onboarding-employees?specialization=human-resource-management,4.7,4.76,41.0,32.0,,,2.0,,4,960,240.0,Миннесотский университет
156,Managing Employee Performance,https://ru.coursera.org/learn/employee-performance?specialization=human-resource-management,4.7,4.79,46.0,39.0,10.0,,2.0,,4,660,165.0,Миннесотский университет
157,Managing Employee Compensation,https://ru.coursera.org/learn/compensation-management?specialization=human-resource-management,4.7,4.66,36.0,28.0,,,2.0,,4,660,165.0,Миннесотский университет
158,Supply Chain Logistics,https://ru.coursera.org/learn/supply-chain-logistics?specialization=supply-chain-management,4.7,4.76,39.0,36.0,,1.0,2.0,,4,624,156.0,Ратгерский университет штата Нью-Джерси
159,Supply Chain Operations,https://ru.coursera.org/learn/operations?specialization=supply-chain-management,4.8,4.74,50.0,52.0,18.0,1.0,2.0,,4,660,165.0,Ратгерский университет штата Нью-Джерси
160,Планирование цепочки поставок,https://ru.coursera.org/learn/planning?specialization=supply-chain-management,4.7,4.76,46.0,38.0,12.0,1.0,2.0,,4,780,195.0,Ратгерский университет штата Нью-Джерси
161,Цепочки снабжения,https://ru.coursera.org/learn/sourcing?specialization=supply-chain-management,4.7,4.77,33.0,33.0,,1.0,2.0,,4,840,210.0,Ратгерский университет штата Нью-Джерси
162,AWS Fundamentals: Going Cloud-Native,https://ru.coursera.org/learn/aws-fundamentals-going-cloud-native,4.7,4.79,38.0,31.0,11.0,1.0,2.0,,5,480,96.0,Amazon Web Services
163,AWS Fundamentals: Addressing Security Risk,https://ru.coursera.org/learn/aws-fundamentals-addressing-security-risk,4.4,4.32,,,,1.0,2.0,,4,240,60.0,Amazon Web Services
164,AWS Fundamentals: Migrating to the Cloud,https://ru.coursera.org/learn/aws-fundamentals-cloud-migration,4.6,4.71,,,,2.0,2.0,,4,480,120.0,Amazon Web Services
165,AWS Fundamentals: Building Serverless Applications,https://ru.coursera.org/learn/aws-fundamentals-building-serverless-applications,4.7,4.72,67.0,75.0,33.0,1.0,2.0,,4,660,165.0,Amazon Web Services
166,Entrepreneurship 1: Developing the Opportunity,https://ru.coursera.org/learn/wharton-entrepreneurship-opportunity?specialization=wharton-entrepreneurship,4.8,4.76,67.0,62.0,,,2.0,,4,381,95.25,Пенсильванский университет
167,Entrepreneurship 2: Launching your Start-Up,https://ru.coursera.org/learn/wharton-launching-startup?specialization=wharton-entrepreneurship,4.8,4.85,83.0,74.0,17.0,,2.0,,4,420,105.0,Пенсильванский университет
168,Entrepreneurship 3: Growth Strategies,https://ru.coursera.org/learn/growth-strategy?specialization=wharton-entrepreneurship,4.8,4.59,67.0,59.0,33.0,1.0,2.0,,4,480,120.0,Пенсильванский университет
169,Entrepreneurship 4: Financing and Profitability,https://ru.coursera.org/learn/wharton-entrepreneurship-financing-profitabilty?specialization=wharton-entrepreneurship,4.8,4.92,71.0,76.0,25.0,,2.0,,4,360,90.0,Пенсильванский университет
170,Data-driven Decision Making,https://ru.coursera.org/learn/decision-making?specialization=pwc-analytics,4.6,4.73,36.0,30.0,,1.0,2.0,,4,480,120.0,PwC
171,Problem Solving with Excel ,https://ru.coursera.org/learn/excel-analysis?specialization=pwc-analytics,4.7,4.66,32.0,29.0,12.0,1.0,2.0,,4,960,240.0,PwC
172,Data Visualization with Advanced Excel,https://ru.coursera.org/learn/advanced-excel?specialization=pwc-analytics,4.8,4.66,21.0,25.0,17.0,1.0,2.0,,4,900,225.0,PwC
173,Effective Business Presentations with Powerpoint,https://ru.coursera.org/learn/powerpoint-presentations?specialization=pwc-analytics,4.6,4.83,60.0,43.0,,1.0,2.0,,4,660,165.0,PwC
174,Teach English Now! Foundational Principles,https://ru.coursera.org/learn/english-principles,4.9,4.94,49.0,50.0,25.0,,2.0,,6,1200,200.0,Университет штата Аризона
175,Teach English Now! Theories of Second Language Acquisition,https://ru.coursera.org/learn/language-theories,4.9,4.91,45.0,40.0,11.0,,2.0,,6,960,160.0,Университет штата Аризона
176,Teach English Now! Lesson Design and Assessment,https://ru.coursera.org/learn/lesson-design,4.9,4.96,48.0,47.0,28.0,,2.0,,6,1380,230.0,Университет штата Аризона
177,Teach English Now! Capstone Project 1,https://ru.coursera.org/learn/teaching-english-capstone,4.9,4.9,53.0,52.0,33.0,,2.0,,6,3120,520.0,Университет штата Аризона
178,Fundamentals of Visualization with Tableau,https://ru.coursera.org/learn/data-visualization-tableau?specialization=data-visualization,4.5,4.63,42.0,35.0,12.0,1.0,2.0,,4,660,165.0,Калифорнийский университет в Девисе
179,Essential Design Principles for Tableau,https://ru.coursera.org/learn/dataviz-design?specialization=data-visualization,4.5,4.52,31.0,31.0,,1.0,2.0,,4,780,195.0,Калифорнийский университет в Девисе
180,Visual Analytics with Tableau,https://ru.coursera.org/learn/dataviz-visual-analytics?specialization=data-visualization,4.6,4.65,37.0,38.0,12.0,1.0,2.0,,4,780,195.0,Калифорнийский университет в Девисе
181,Creating Dashboards and Storytelling with Tableau,https://ru.coursera.org/learn/dataviz-dashboards?specialization=data-visualization,4.6,4.66,33.0,32.0,,1.0,2.0,,4,1140,285.0,Калифорнийский университет в Девисе
182,Grammar and Punctuation,https://ru.coursera.org/learn/grammar-punctuation?specialization=academic-english,4.7,4.72,39.0,34.0,13.0,,2.0,,4,1140,285.0,Калифорнийский университет в Ирвайне
183,Getting Started with Essay Writing,https://ru.coursera.org/learn/getting-started-with-essay-writing?specialization=academic-english,4.7,4.67,41.0,34.0,,,2.0,,5,1500,300.0,Калифорнийский университет в Ирвайне
184,Advanced Writing,https://ru.coursera.org/learn/advanced-writing?specialization=academic-english,4.7,4.73,38.0,23.0,12.0,,2.0,,5,1620,324.0,Калифорнийский университет в Ирвайне
185,Introduction to Research for Essay Writing,https://ru.coursera.org/learn/introduction-to-research-for-essay-writing?specialization=academic-english,4.7,4.94,50.0,38.0,,,2.0,,4,861,215.25,Калифорнийский университет в Ирвайне
186,Нейронные сети и глубокое обучение,https://ru.coursera.org/learn/neural-networks-deep-learning,4.9,4.9,39.0,38.0,11.0,2.0,2.0,,4,1200,300.0,deeplearning.ai
187,Construction Project Management,https://ru.coursera.org/learn/construction-project-management,4.8,4.67,28.0,29.0,17.0,1.0,2.0,,5,568,113.6,Колумбийский университет
188,Construction Scheduling,https://ru.coursera.org/learn/construction-scheduling,4.8,4.6,33.0,36.0,12.0,1.0,2.0,,5,370,74.0,Колумбийский университет
189,Construction Cost Estimating and Cost Control,https://ru.coursera.org/learn/construction-cost-estimating,4.7,4.45,31.0,27.0,,1.0,2.0,,5,316,63.2,Колумбийский университет
190,Construction Finance,https://ru.coursera.org/learn/construction-finance,4.7,4.67,44.0,36.0,,1.0,2.0,,5,666,133.2,Колумбийский университет
191,Introduction to Artificial Intelligence (AI),https://ru.coursera.org/learn/introduction-to-ai,4.7,4.63,,,,1.0,2.0,,4,480,120.0,IBM
192,Getting Started with AI using IBM Watson,https://ru.coursera.org/learn/ai-with-ibm-watson,4.5,4.44,,,,1.0,2.0,,4,600,150.0,IBM
193,Building AI Powered Chatbots Without Programming,https://ru.coursera.org/learn/building-ai-powered-chatbots,4.8,4.79,25.0,50.0,14.0,1.0,2.0,,4,420,105.0,IBM
194,Успешное ведение переговоров: необходимые стратегии и навыки,https://ru.coursera.org/learn/negotiation-skills,4.8,4.79,28.0,26.0,15.0,,2.0,,7,1020,145.71428571428572,Мичиганский университет
195,Agile Meets Design Thinking,https://ru.coursera.org/learn/uva-darden-getting-started-agile,4.7,4.81,35.0,31.0,,1.0,2.0,,4,600,150.0,Виргинский университет
196,Hypothesis-Driven Development,https://ru.coursera.org/learn/uva-darden-agile-testing,4.6,4.82,67.0,40.0,,,2.0,,4,600,150.0,Виргинский университет
197,Agile Analytics,https://ru.coursera.org/learn/uva-darden-agile-analytics,4.7,4.71,,,,1.0,2.0,,4,840,210.0,Виргинский университет
198,Managing an Agile Team,https://ru.coursera.org/learn/uva-darden-agile-team-management,4.7,4.6,50.0,38.0,11.0,,2.0,,4,660,165.0,Виргинский университет
199,What is Social?,https://ru.coursera.org/learn/what-is-social?specialization=social-media-marketing,4.6,4.67,50.0,47.0,16.0,,2.0,,4,480,120.0,Северо-Западный университет
200,The Importance of Listening,https://ru.coursera.org/learn/importance-of-listening?specialization=social-media-marketing,4.6,4.44,41.0,41.0,11.0,,2.0,,4,480,120.0,Северо-Западный университет
201,Engagement & Nurture Marketing Strategies,https://ru.coursera.org/learn/nurture-market-strategies?specialization=social-media-marketing,4.8,4.64,27.0,35.0,,,2.0,,4,540,135.0,Северо-Западный университет
202,"Content, Advertising & Social IMC",https://ru.coursera.org/learn/social-imc?specialization=social-media-marketing,4.7,4.58,44.0,44.0,,,2.0,,4,540,135.0,Северо-Западный университет
203,Управление проектами: основы успеха,https://ru.coursera.org/learn/project-management-basics?specialization=career-success,4.6,4.53,38.0,31.0,11.0,,2.0,,4,480,120.0,Калифорнийский университет в Ирвайне
204,"Как работать умнее, а не тяжелее: Планирование рабочего времени для повышения личной и профессиональной производительности",https://ru.coursera.org/learn/work-smarter-not-harder?specialization=career-success,4.4,4.62,37.0,31.0,15.0,,2.0,,4,240,60.0,Калифорнийский университет в Ирвайне
205,"Финансы для тех, кто не является специалистом в области финансов",https://ru.coursera.org/learn/finance-for-non-finance-managers?specialization=career-success,4.5,4.71,29.0,23.0,10.0,,2.0,,4,420,105.0,Калифорнийский университет в Ирвайне
206,Общение на рабочем месте 21 века,https://ru.coursera.org/learn/communication-in-the-workplace?specialization=career-success,4.3,4.52,29.0,20.0,,,2.0,,4,300,75.0,Калифорнийский университет в Ирвайне
207,"Divide and Conquer, Sorting and Searching, and Randomized Algorithms",https://ru.coursera.org/learn/algorithms-divide-conquer,4.8,4.7,36.0,37.0,26.0,2.0,2.0,,4,780,195.0,Стэнфордский университет
208,"Graph Search, Shortest Paths, and Data Structures",https://ru.coursera.org/learn/algorithms-graphs-data-structures,4.8,4.9,41.0,48.0,,2.0,2.0,,4,780,195.0,Стэнфордский университет
209,"Greedy Algorithms, Minimum Spanning Trees, and Dynamic Programming",https://ru.coursera.org/learn/algorithms-greedy,4.8,4.76,38.0,45.0,14.0,2.0,2.0,,4,780,195.0,Стэнфордский университет
210,"Shortest Paths Revisited, NP-Complete Problems and What To Do About Them",https://ru.coursera.org/learn/algorithms-npcomplete,4.8,,62.0,50.0,12.0,2.0,2.0,,4,660,165.0,Стэнфордский университет
211,Creative Writing: The Craft of Plot,https://ru.coursera.org/learn/craft-of-plot?specialization=creative-writing,4.7,4.77,55.0,48.0,15.0,,2.0,,4,600,150.0,Уэслианский университет
212,Creative Writing: The Craft of Character,https://ru.coursera.org/learn/craft-of-character?specialization=creative-writing,4.5,4.29,47.0,50.0,,,2.0,,4,600,150.0,Уэслианский университет
213,Creative Writing: The Craft of Setting and Description,https://ru.coursera.org/learn/craft-of-setting-and-description?specialization=creative-writing,4.7,4.75,29.0,36.0,,,2.0,,4,720,180.0,Уэслианский университет
214,Creative Writing: The Craft of Style,https://ru.coursera.org/learn/craft-of-style?specialization=creative-writing,4.7,,35.0,35.0,12.0,,2.0,,4,720,180.0,Уэслианский университет
215,Fundamentals of Reinforcement Learning,https://ru.coursera.org/learn/fundamentals-of-reinforcement-learning,4.8,4.67,,,,2.0,2.0,,4,660,165.0,Альбертский университет
216,Sample-based Learning Methods,https://ru.coursera.org/learn/sample-based-learning-methods,4.8,4.62,,,,2.0,2.0,,5,1740,348.0,Альбертский университет
217,Prediction and Control with Function Approximation,https://ru.coursera.org/learn/prediction-control-function-approximation,4.8,4.8,,,,2.0,2.0,,4,1380,345.0,Альбертский университет
